dataset,method,ef,avg_recall,5th_perc_recall,1st_perc_recall,avg_lat(ns),lat_5th_rec,lat_1st_rec
deep-image-96-angular,adaptive,323,0.97669,0.85738,0.78302,1204651,1478439,1405069
glove-100-angular,adaptive,5000,0.98196,0.89572,0.85207,7005323,11208077,11361605
msmarco,adaptive,2994,0.98035,0.90899,0.86692,21470554,43936894,51611568
word2vec-300-angular,adaptive,356,0.97397,0.83288,0.75182,1892898,2456561,2321551
