query_id,cv,recall
490,0.180182,0.96
491,0.212013,0.96
492,0.195229,0.99
493,0.2836,0.98
494,0.212389,0.98
495,0.147054,0.72
496,0.178442,0.94
497,0.199358,0.98
498,0.165322,0.8
499,0.177434,0.84
500,0.165491,0.76
501,0.174491,0.75
502,0.181378,0.98
503,0.258246,0.98
504,0.20402,0.88
505,0.187197,0.88
506,0.189789,0.88
507,0.163466,0.79
508,0.178801,0.81
509,0.168416,0.84
510,0.188572,0.86
511,0.999418,1.0
512,0.239647,1.0
513,0.214597,0.97
514,0.124213,0.59
515,0.166957,0.76
516,0.200563,0.97
517,0.224659,0.99
518,0.226478,0.93
519,0.212334,0.96
520,0.134031,0.72
521,0.236963,0.88
522,0.195202,0.95
523,0.267166,0.99
524,0.192489,0.94
525,0.213669,0.94
526,0.169913,0.78
527,0.178592,0.83
528,0.188917,0.93
529,0.180859,0.86
530,0.312635,0.96
531,0.206133,0.97
532,0.142441,0.67
533,0.270274,0.98
534,0.143309,0.41
535,0.183633,0.87
536,0.188049,0.84
537,0.186572,0.91
538,0.229037,0.95
539,0.287432,1.0
540,0.251322,0.98
541,0.177941,0.82
542,0.208874,0.97
543,0.193792,0.96
544,0.165653,0.79
545,0.198875,0.97
546,0.23584,0.98
547,0.619283,1.0
548,0.165897,0.92
549,0.150918,0.82
550,0.170416,0.82
551,0.174633,0.82
552,0.111309,0.21
553,0.154014,0.82
554,0.146362,0.82
555,0.333118,0.98
556,0.191344,0.94
557,0.167761,0.69
558,0.168169,0.9
559,0.557481,1.0
560,0.510754,1.0
561,0.173302,0.9
562,0.19329,0.89
563,0.19345,0.95
564,0.160059,0.72
565,0.171697,0.96
566,0.203373,0.9
567,0.229809,0.98
568,0.18156,0.88
569,0.184145,0.95
570,0.131069,0.52
571,0.153443,0.71
572,0.187452,0.88
573,0.169515,0.93
574,0.165578,0.83
575,0.19418,0.87
576,0.146707,0.53
577,0.206179,0.82
578,0.155881,0.6
579,0.16251,0.63
580,0.153949,0.76
581,0.210349,0.91
582,0.183432,0.88
583,0.205258,0.95
584,0.178293,0.88
585,0.182049,0.98
586,0.155444,0.74
587,0.173697,0.74
588,0.165427,0.86
589,0.195039,0.86
590,0.162643,0.81
591,0.136423,0.43
592,0.149033,0.66
593,0.342096,1.0
594,0.16052,0.84
595,0.180238,0.78
596,0.178253,0.73
597,0.202753,0.94
598,0.172908,0.89
599,0.238695,0.98
600,0.255093,1.0
601,0.247682,0.88
602,0.157312,0.72
603,0.256051,0.99
604,0.192987,0.98
605,0.303032,1.0
606,0.218715,0.94
607,0.204596,0.95
608,0.188726,0.84
609,0.200567,0.94
610,0.642749,1.0
611,1.42948,1.0
612,0.183116,0.95
613,0.191486,0.96
614,0.151115,0.61
615,0.169253,0.81
616,0.201203,0.9
617,0.251134,0.99
618,0.178078,0.88
619,0.135762,0.71
620,0.168822,0.69
621,0.236326,0.93
622,0.160672,0.83
623,0.186128,0.95
624,0.184451,0.85
625,0.165891,0.79
626,0.30213,0.99
627,0.158716,0.83
628,0.184009,0.84
629,0.225855,1.0
630,0.134687,0.59
631,0.211007,0.99
632,0.374723,0.95
633,0.215492,0.95
634,0.1859,0.86
635,0.146999,0.65
636,0.264153,0.96
637,0.16666,0.73
638,0.213832,0.93
639,0.18271,0.85
640,0.195484,0.83
641,0.174195,0.83
642,0.16695,0.79
643,0.193083,0.8
644,0.185573,0.88
645,0.254103,0.99
646,0.198328,0.9
647,0.266353,0.99
648,0.217017,0.98
649,0.178601,0.78
650,0.146507,0.61
651,0.224659,0.97
652,0.232433,0.98
653,0.204854,0.91
654,0.20736,0.97
655,0.267704,1.0
656,0.163551,0.88
657,0.171814,0.8
658,0.233111,0.96
659,0.167531,0.87
660,0.199322,0.97
661,0.178394,0.9
662,0.361266,1.0
663,0.196509,0.92
664,0.18484,0.82
665,0.151504,0.62
666,0.171804,0.89
667,0.15902,0.66
668,0.224589,0.95
669,0.217977,0.99
670,0.548585,0.99
671,0.212299,0.99
672,0.202931,0.91
673,0.143846,0.6
674,0.184448,0.84
675,0.169821,0.82
676,0.144596,0.89
677,0.1759,0.86
678,0.214344,0.99
679,0.155563,0.76
680,0.154703,0.75
681,0.131526,0.43
682,0.179326,0.84
683,0.161129,0.78
684,0.132198,0.56
685,0.19754,0.92
686,0.191735,0.91
687,0.154714,0.7
688,0.163754,0.81
689,0.156656,0.72
690,0.158242,0.74
691,0.162856,0.76
692,0.446189,1.0
693,0.184965,0.88
694,0.204945,0.93
695,0.203056,0.94
696,0.25367,0.98
697,0.184391,0.89
698,0.130496,0.44
699,0.192237,0.82
700,0.16917,0.8
701,0.170771,0.72
702,0.753346,1.0
703,0.22089,0.92
704,0.177029,0.75
705,0.187458,0.84
706,0.236059,0.9
707,0.184127,0.89
708,0.207811,0.92
709,0.235517,0.99
710,0.190097,0.9
711,0.245409,0.99
712,0.212561,0.97
713,0.215712,0.94
714,0.203516,0.87
715,0.133331,0.45
716,0.205689,0.91
717,0.239025,0.91
718,0.179004,0.89
719,0.174205,0.94
720,0.183198,0.88
721,0.129963,0.37
722,0.176311,0.83
723,0.193569,0.85
724,0.208667,0.95
725,0.175051,0.79
726,0.259517,0.99
727,0.190641,0.86
728,0.182615,0.88
729,0.230905,0.95
730,0.148965,0.81
731,0.182397,0.89
732,0.174107,0.91
733,0.168793,0.96
734,0.198021,0.83
735,0.231824,0.98
736,0.184508,0.89
737,0.214812,0.98
738,0.253415,1.0
739,0.212885,0.96
740,0.1302,0.64
741,0.176345,0.83
742,0.201314,0.9
743,0.17343,0.96
744,0.192541,0.96
745,0.244752,0.98
746,0.167193,0.82
747,0.174026,0.74
748,0.205893,0.99
749,0.194378,0.9
750,0.165131,0.7
751,0.172854,0.84
752,0.305866,0.97
753,0.235653,0.99
754,0.144481,0.5
755,0.235086,0.99
756,0.246975,0.99
757,0.336673,0.96
758,0.184699,0.88
759,0.259668,1.0
760,0.188503,0.88
761,0.27368,0.98
762,0.160615,0.74
763,0.169844,0.76
764,0.172179,0.77
765,0.161117,0.7
766,0.176824,0.79
767,0.21287,0.94
768,0.256934,0.99
769,0.173663,0.76
770,0.141062,0.44
771,0.308035,0.98
772,0.131247,0.4
773,0.214439,0.97
774,0.211538,0.88
775,0.210893,0.83
776,0.174359,0.84
777,0.160934,0.78
778,0.177929,0.9
779,0.172832,0.84
780,0.254762,0.99
781,0.250831,0.97
782,0.191294,0.95
783,0.148126,0.82
784,0.210479,0.94
785,0.177009,0.77
786,0.181765,0.9
787,0.262174,0.98
788,0.209497,0.93
789,0.19206,0.83
790,0.206987,0.95
791,0.191607,0.92
792,0.150065,0.71
793,0.172588,0.73
794,0.162365,0.69
795,0.171981,0.87
796,0.244838,1.0
797,0.26003,0.98
798,0.173722,0.89
799,0.203303,0.9
800,0.203373,0.96
801,0.159722,0.78
802,0.208855,0.9
803,0.154814,0.83
804,0.146872,0.59
805,0.232481,0.97
806,0.158096,0.73
807,1.08613,1.0
808,0.232269,1.0
809,0.211899,0.87
810,0.184342,0.78
811,0.170362,0.72
812,0.171705,0.82
813,0.231054,0.98
814,0.224746,0.95
815,0.599938,1.0
816,0.194995,0.92
817,0.232992,0.93
818,0.203995,0.94
819,0.184246,0.9
820,0.15062,0.66
821,0.166917,0.74
822,0.204663,0.98
823,0.160909,0.85
824,0.145958,0.73
825,0.154411,0.9
826,0.142947,0.75
827,0.218029,0.98
828,0.211945,0.99
829,0.151279,0.65
830,0.144828,0.7
831,0.191398,0.89
832,0.248889,0.94
833,0.152642,0.57
834,0.174965,0.7
835,0.16579,0.69
836,0.304429,0.98
837,0.242818,0.97
838,0.19819,0.96
839,0.162869,0.78
840,0.209894,0.95
841,0.210569,0.97
842,0.165553,0.84
843,0.368078,1.0
844,0.356537,0.99
845,0.247542,0.92
846,0.159396,0.84
847,0.162037,0.58
848,0.19719,0.91
849,0.135252,0.5
850,0.178564,0.81
851,0.187792,0.84
852,0.230961,0.99
853,0.172228,0.94
854,0.182786,0.81
855,0.357837,1.0
856,0.189393,0.87
857,0.250849,0.98
858,0.302466,0.96
859,0.174213,0.93
860,0.151755,0.72
861,0.307853,0.99
862,0.137725,0.55
863,0.34556,0.99
864,0.278575,0.97
865,0.233459,0.99
866,0.187107,0.89
867,0.2593,1.0
868,0.128097,0.5
869,0.21415,0.97
870,0.231659,0.95
871,0.213197,0.95
872,0.268693,0.99
873,0.210586,0.93
874,0.185733,0.9
875,0.335254,0.99
876,1.43711,1.0
877,0.297115,1.0
878,0.200246,0.94
879,0.213346,0.99
880,0.150947,0.77
881,0.239714,0.97
882,0.133148,0.72
883,0.160613,0.72
884,0.201778,0.84
885,0.231313,0.98
886,0.198495,0.95
887,0.200322,0.91
888,0.16126,0.64
889,0.145379,0.75
890,0.183276,0.85
891,0.20023,0.95
892,0.198564,0.75
893,0.305697,0.99
894,0.17117,0.87
895,0.143096,0.54
896,0.212491,0.94
897,0.256757,0.95
898,0.174078,0.85
899,0.193139,0.85
900,0.20721,0.97
901,0.200012,0.91
902,0.205337,0.91
903,0.258886,0.97
904,0.199901,0.86
905,0.152845,0.76
906,0.230462,0.94
907,0.211516,0.93
908,0.244073,0.99
909,0.227137,0.95
910,0.208893,1.0
911,0.174462,0.78
912,0.205385,0.9
913,0.173045,0.7
914,0.225795,0.97
915,0.155447,0.66
916,0.161569,0.65
917,0.229169,0.98
918,0.152675,0.82
919,0.192542,0.92
920,0.199719,0.92
921,0.176252,0.92
922,0.159743,0.77
923,0.30687,1.0
924,0.204631,0.96
925,0.147291,0.6
926,0.206574,0.97
927,0.183234,0.9
928,0.143787,0.64
929,0.209697,0.93
930,0.155976,0.78
931,0.172586,0.89
932,0.238933,0.97
933,0.217297,0.95
934,0.212556,0.88
935,0.212549,0.9
936,0.176187,0.86
937,0.196967,0.74
938,0.163488,0.83
939,0.218459,0.98
940,0.166295,0.85
941,0.204591,0.92
942,0.167936,0.92
943,0.188282,0.87
944,0.198794,0.93
945,0.215383,0.94
946,0.17019,0.89
947,0.168897,0.76
948,0.192344,0.96
949,0.187496,0.82
950,0.211698,0.98
951,0.213053,0.95
952,0.194951,0.9
953,0.163588,0.79
954,0.237982,0.97
955,0.186168,0.89
956,0.14405,0.52
957,0.200013,0.9
958,0.200472,0.96
959,0.198196,0.9
960,0.203693,0.9
961,0.183859,0.88
962,0.141549,0.64
963,0.169196,0.88
964,0.194235,0.93
965,0.208965,0.93
966,0.188521,0.79
967,0.259397,1.0
968,0.150319,0.69
969,0.134916,0.51
970,0.221914,0.98
971,0.179157,0.81
972,0.26106,0.96
973,0.174797,0.82
974,0.144298,0.44
975,0.372577,1.0
976,0.161381,0.79
977,0.204111,0.89
978,0.13717,0.72
979,0.178854,0.81
980,0.163036,0.78
981,0.145744,0.4
982,0.29736,0.99
983,0.184766,0.95
984,0.188784,0.95
985,0.187947,0.82
986,0.165242,0.83
987,0.194644,0.9
988,0.162057,0.75
989,0.225084,0.94
990,0.18632,0.78
991,0.196733,0.91
992,0.153597,0.81
993,0.267341,1.0
994,0.171648,0.8
995,0.155331,0.77
996,0.172887,0.88
997,0.215988,0.95
998,0.199769,0.85
999,0.12703,0.37
1000,0.218059,0.97
1001,0.209817,0.97
1002,0.184661,0.96
1003,0.179901,0.82
1004,0.192593,0.86
1005,0.204803,0.9
1006,0.209362,0.9
1007,0.347611,1.0
1008,0.152945,0.66
1009,0.307012,1.0
1010,0.173198,0.83
1011,0.251349,0.98
1012,0.272065,0.99
1013,0.210096,0.94
1014,0.164458,0.71
1015,0.137794,0.7
1016,0.232943,0.97
1017,0.197091,0.88
1018,0.176683,0.88
1019,0.273517,1.0
1020,0.216003,0.92
1021,0.150915,0.75
1022,0.237527,0.99
1023,0.229316,0.98
1024,0.209361,0.93
1025,0.233366,0.94
1026,0.295375,0.97
1027,0.181075,0.9
1028,0.24628,1.0
1029,0.212091,0.96
1030,0.231672,0.92
1031,0.211357,0.98
1032,0.183332,0.9
1033,0.161868,0.9
1034,0.225763,0.8
1035,0.230789,0.96
1036,0.174564,0.85
1037,0.158075,0.82
1038,0.160046,0.68
1039,0.141696,0.65
1040,0.167883,0.75
1041,0.215145,0.96
1042,0.223933,0.94
1043,0.212649,0.95
1044,0.351431,1.0
1045,0.154275,0.78
1046,0.202553,0.89
1047,0.179396,0.84
1048,0.227961,0.98
1049,0.209156,0.98
1050,0.200127,0.9
1051,0.171751,0.87
1052,0.237711,1.0
1053,0.181161,0.95
1054,0.146155,0.62
1055,0.188704,0.97
1056,0.198743,0.93
1057,0.181364,0.87
1058,0.238032,0.95
1059,0.172256,0.87
1060,0.211371,0.96
1061,0.175055,0.82
1062,0.199441,0.97
1063,0.217992,0.95
1064,0.303556,1.0
1065,0.199833,0.91
1066,0.14483,0.8
1067,0.157363,0.67
1068,0.207988,0.91
1069,0.21189,0.93
1070,0.384036,1.0
1071,0.176964,0.88
1072,0.20377,0.94
1073,0.231521,0.99
1074,0.190577,0.87
1075,0.186825,0.93
1076,0.154622,0.66
1077,0.164644,0.81
1078,0.199172,0.85
1079,0.187944,0.89
1080,0.210073,0.98
1081,0.196149,0.95
1082,0.19276,0.89
1083,0.17421,0.78
1084,0.141639,0.65
1085,0.240531,0.99
1086,0.170854,0.77
1087,2.07788,1.0
1088,0.18414,0.94
1089,0.169951,0.84
1090,0.206229,0.96
1091,0.228679,0.96
1092,0.226895,0.95
1093,0.148648,0.74
1094,0.145213,0.58
1095,0.175792,0.88
1096,0.19299,0.9
1097,0.171955,0.81
1098,0.22453,0.98
1099,0.15046,0.61
1100,0.15126,0.77
1101,0.134673,0.54
1102,0.164219,0.85
1103,0.168146,0.81
1104,0.19184,0.92
1105,0.188301,0.71
1106,0.216959,0.96
1107,0.626605,1.0
1108,0.188313,0.98
1109,0.172669,0.89
1110,0.181508,0.87
1111,0.195609,0.87
1112,0.175678,0.93
1113,0.187164,0.74
1114,0.154207,0.65
1115,0.190304,0.88
1116,0.259469,0.98
1117,0.154273,0.67
1118,0.791923,1.0
1119,0.133465,0.55
1120,0.192312,0.91
1121,0.163864,0.81
1122,0.143138,0.57
1123,0.181198,0.87
1124,0.243888,1.0
1125,0.182738,0.87
1126,0.242818,0.98
1127,0.394442,1.0
1128,0.173851,0.91
1129,0.144429,0.75
1130,0.156143,0.72
1131,0.212807,0.92
1132,0.289964,1.0
1133,0.171201,0.84
1134,0.206188,0.92
1135,0.233357,0.96
1136,0.16591,0.81
1137,0.199811,0.91
1138,0.165776,0.8
1139,0.200226,0.9
1140,0.129314,0.68
1141,0.159922,0.92
1142,0.275185,0.96
1143,0.25162,0.99
1144,0.173765,0.72
1145,0.25147,0.95
1146,0.140501,0.41
1147,0.20426,0.91
1148,0.178007,0.88
1149,0.190666,0.93
1150,0.167792,0.76
1151,0.279394,1.0
1152,0.177452,0.95
1153,0.239337,0.99
1154,0.175637,0.77
1155,0.207733,0.91
1156,0.160374,0.67
1157,0.215491,0.95
1158,0.256312,0.96
1159,0.19531,0.97
1160,0.168067,0.71
1161,0.159436,0.79
1162,0.166324,0.8
1163,0.174853,0.87
1164,0.224024,0.98
1165,0.154724,0.66
1166,0.196999,0.91
1167,0.172145,0.78
1168,0.19371,0.92
1169,0.216045,0.97
1170,0.169685,0.71
1171,0.208994,0.94
1172,0.174864,0.96
1173,0.22638,0.98
1174,0.203654,0.94
1175,0.219788,0.86
1176,0.288167,1.0
1177,0.189291,0.94
1178,0.196622,0.89
1179,0.187385,0.87
1180,0.207795,0.95
1181,0.153367,0.76
1182,0.173466,0.77
1183,0.243488,0.99
1184,0.20903,0.97
1185,0.154571,0.75
1186,0.275572,0.99
1187,0.297976,1.0
1188,0.172559,0.94
1189,0.173446,0.83
1190,0.189488,0.93
1191,0.202263,0.88
1192,0.179565,0.84
1193,0.164919,0.76
1194,0.107896,0.21
1195,0.236887,0.98
1196,0.23009,0.99
1197,0.160973,0.89
1198,0.379633,0.99
1199,0.189451,0.94
1200,0.147291,0.53
1201,0.212456,0.71
1202,0.153771,0.74
1203,0.165873,0.64
1204,0.210359,0.87
1205,0.164702,0.81
1206,0.158813,0.72
1207,0.191862,0.92
1208,0.181034,0.94
1209,0.209185,0.94
1210,0.261146,0.99
1211,0.15346,0.84
1212,0.154523,0.74
1213,0.205381,0.83
1214,0.183242,0.8
1215,0.143173,0.7
1216,0.213723,0.95
1217,0.212449,0.96
1218,0.252507,0.86
1219,0.14292,0.86
1220,0.212806,0.99
1221,0.235467,1.0
1222,0.127809,0.36
1223,0.220011,0.96
1224,0.22148,0.94
1225,0.394675,1.0
1226,0.241369,1.0
1227,0.134659,0.41
1228,0.20344,0.93
1229,0.195211,0.85
1230,0.135756,0.63
1231,0.142384,0.51
1232,0.184658,0.88
1233,0.147714,0.8
1234,0.13941,0.7
1235,0.178024,0.92
1236,0.164364,0.78
1237,0.176257,0.79
1238,0.202879,0.91
1239,0.149823,0.71
1240,0.262497,0.95
1241,0.158691,0.77
1242,0.199259,0.9
1243,0.163499,0.71
1244,0.172202,0.75
1245,0.224046,0.97
1246,0.212232,0.68
1247,0.149152,0.78
