query_id,cv,recall
1219,0.125134,0.56
1220,0.0983438,0.41
1221,0.139737,0.77
1222,0.171236,0.92
1223,0.161294,0.93
1224,0.108453,0.32
1225,0.169907,0.91
1226,0.190198,0.96
1227,0.145377,0.85
1228,0.141416,0.88
1229,0.218519,0.99
1230,0.229121,0.99
1231,0.14263,0.6
1232,0.115931,0.42
1233,0.256704,0.99
1234,0.212498,1
1235,0.115446,0.36
1236,0.130179,0.76
1237,0.182208,0.93
1238,0.158388,0.83
1239,0.119681,0.36
1240,0.122494,0.65
1241,0.108295,0.35
1242,0.138132,0.66
1243,0.105305,0.14
1244,0.146479,0.62
1245,0.129916,0.69
1246,0.126573,0.57
1247,0.107889,0.45
1248,0.250635,1
1249,0.175436,0.81
1250,0.113936,0.57
1251,0.139433,0.79
1252,0.0999748,0.34
1253,0.249195,0.99
1254,0.10637,0.21
1255,0.170572,0.94
